section	verse	gospel_refs	text
V	49	Luke v. 1	And when the multitude gathered unto him to hear the word of God, while he
V	50	Luke v. 2	was standing on the shore of the sea of Gennesaret, he saw two boats standing beside the sea, while the two fishers which were gone out of them were washing their
V	51	Luke v. 3	nets. And one of them belonged to Simon Cephas. And Jesus went up and sat down in it, and commanded that they should move away a little from the land into
V	52	Luke v. 4	the water. And he sat down and taught the multitudes from the boat. And when he had left off his speaking, he said unto Simon, Put out into the deep, and cast your
V	53	Luke v. 5	net for a draught. And Simon answered and said unto him, My Master, we toiled
V	54	Luke v. 6	all night and caught nothing; now at thy word I will cast the net. And when they did this, there were enclosed a great many fishes; and their net was on the
V	55	Luke v. 7	point of breaking. And they beckoned to their comrades that were in the other boat, to come and help them. And when they came, they filled both boats, so that they were on the point of sinking. Footnotes[edit]
VI	1	Luke v. 8	But when Simon Cephas saw this he fell before the feet of Jesus, and said unto him, My Lord, I beseech of thee to depart from me, for I am
VI	2	Luke v. 9	a sinful man. And amazement took possession of him, and of all who were with him,
VI	3	Luke v. 10	because of the draught of the fishes which they had taken. And thus also were James and John the sons of Zebedee overtaken, who were Simon’s partners. And Jesus said
VI	4	Luke v. 11	unto Simon, Fear not; henceforth thou shalt be a fisher of men unto life. And they brought the boats to the land; and they left everything, and followed him.
VI	5	John iii. 22	And after that came Jesus and his disciples into the land of Judæa; and he went
VI	6	John iii. 23	about there with them, and baptized. And John also was baptizing in Ænon, which is beside Salim, because there was much water there: and they came, and were baptized.
VI	7, 8	John iii. 24; John iii. 25	And John was not yet come into prison. And there was an inquiry between
VI	9	John iii. 26	one of John’s disciples and one of the Jews about purifying. And they came unto John, and said unto him, Our master, he that was with thee beyond Jordan, to whom
VI	10	John iii. 27	thou hast borne witness, behold, he also baptizeth, and many come to him. John answered and said unto them, A man can receive nothing of himself, except it be
VI	11	John iii. 28	given him from heaven. Ye are they that bear witness unto me that I said, I am
VI	12	John iii. 29	not the Messiah, but I am one sent before him. And he that hath a bride is a bridegroom: and the friend of the bridegroom is he that standeth and listeneth to him, and rejoiceth greatly because of the bridegroom’s voice. Lo now, behold,
VI	13, 14	John iii. 30; John iii. 31	my joy becometh complete. And he must increase and I decrease. For he that is come from above is higher than everything; and he that is of the earth, of the earth he is, and of the earth he speaketh; and he that came down from heaven is
VI	15	John iii. 32	higher than all. And he beareth witness of what he hath seen and heard: and no man
VI	16	John iii. 33	receiveth his witness. And he that hath received his witness hath asserted that he is
VI	17	John iii. 34	truly God. And he whom God hath sent speaketh the words of God: God gave
VI	18	John iii. 35	not the Spirit by measure. The Father loveth the Son, and hath put everything in
VI	19	John iii. 36	his hands. Whosoever believeth in the Son hath eternal life; but whosoever obeyeth not the Son shall not see life, but the wrath of God cometh upon him.
VI	20	John iv. 1	And Jesus learned that the Pharisees had heard that he had received many disciples,
VI	21	John iv. 2	and that he was baptizing more than John (not that Jesus was himself baptizing,
VI	22	John iv. 3	but his disciples); and so he left Judæa.
VI	23	Luke iii. 19	And Herod the governor, because he used to be rebuked by John because of Herodias the wife of Philip his brother, and for all the sins which he was committing,
VI	24	Luke iii. 20	added to all that also this, that he shut up John in prison.
VI	25	Matt. iv. 12	And when Jesus heard that John was delivered up, he went away to Galilee.
VI	26	John iv. 46	And he entered again into Cana, where he had made the water wine. And there
VI	27	John iv. 47	was at Capernaum a king’s servant, whose son was sick. And this man heard that Jesus was come from Judæa to Galilee; and he went to him, and besought of him that he would come down and heal his son; for he had come near unto death.
VI	28, 29	John iv. 48; John iv. 49	Jesus said unto him, Except ye see signs and wonders, ye do not believe. The king’s servant said unto him, My Lord, come down, that the child die not.
VI	30	John iv. 50	Jesus said unto him, Go; for thy son is alive. And that man believed the
VI	31	John iv. 51	word which Jesus spake, and went. And when he went down, his servants met him
VI	32	John iv. 52	and told him, and said unto him, Thy son is alive. And he asked them at what time he recovered. They said unto him, Yesterday at the seventh hour the fever left
VI	33	John iv. 53	him. And his father knew that that was at that hour in which Jesus said unto him,
VI	34	John iv. 54	Thy son is alive. And he believed, he and the whole people of his house. And this
VI	35	Luke iv. 44	is the second sign which Jesus did when he returned from Judæa to Galilee. And he was preaching in the synagogues of Galilee.
VI	36	Matt. iv. 13	And he left Nazareth, and came and dwelt in Capernaum by the sea shore, in the
VI	37	Matt. iv. 14	borders of Zebulun and Naphtali: that it might be fulfilled which was said in Isaiah the prophet, who said,
VI	38	Matt. iv. 15	The land of Zebulun, the land of Naphtali, The way of the sea, the passage of the Jordan, Galilee of the nations:
VI	39	Matt. iv. 16	The people sitting in darkness Saw a great light, And those sitting in the region and in the shadow of death, There appeared to them a light.
VI	40	Luke iv. 31; Luke iv. 32	And he taught them on the sabbaths. And they wondered because of his doctrine:
VI	41	Luke iv. 33	for his word was as if it were authoritative. And there was in the synagogue
VI	42	Luke iv. 34	a man with an unclean devil, and he cried out with a loud voice, and said, Let me alone; what have I to do with thee, thou Jesus of Nazareth? art thou come for our
VI	43	Luke iv. 35	destruction? I know thee who thou art, thou Holy One of God. And Jesus rebuked him, and said, Stop up thy mouth, and come out of him. And the demon threw him
VI	44	Luke iv. 36	in the midst and came out of him, having done him no harm. And great amazement took hold upon every man. And they talked one with another, and said, What is this word that orders the unclean spirits with power and
VI	45	Luke iv. 37	authority, and they come out? And the news of him spread abroad in all the region which was around them.
VI	46	Luke iv. 38; Matt. ix. 9	And when Jesus went out of the synagogue, he saw a man sitting among the publicans, named Matthew: and he said unto him, Come after me. And he rose, and followed him.
VI	47, 48	Mark i. 29; Luke iv. 38	And Jesus came to the house of Simon and Andrew with James and John. And Simon’s wife’s mother was oppressed with a great fever, and they besought him for
VI	49	Luke iv. 39	her. And he stood over her and rebuked her fever, and it left her, and immediately
VI	50	Matt. viii. 16	she rose and ministered to them. And at even they brought to him many that had
VI	51	Luke iv. 40	demons: and he cast out their devils with the word. And all that had sick, their diseases being divers and malignant, brought them unto him. And he laid his hand
VI	52	Matt. viii. 17	on them one by one and healed them: that that might be fulfilled which was said
VI	53	Mark i. 33	in the prophet Isaiah, who said, He taketh our pains and beareth our diseases. And
VI	54	Luke iv. 41	all the city was gathered together unto the door of Jesus. And he cast out devils also from many, as they were crying out and saying, Thou art the Messiah, the Son of God; and he rebuked them. And he suffered not the demons to speak, because they knew him that he was the Lord the Messiah. Footnotes[edit]
VII	1	Mark i. 35	And in the morning of that day he went out very early, and went to a
VII	2	Mark i. 36	desert place, and was there praying. And Simon and those that were with
VII	3	Mark i. 37	him sought him. And when they found him, they said unto him, All the people seek for
VII	4	Mark i. 38	thee. He said unto them, Let us go into the adjacent villages and towns, that I may
VII	5	Luke iv. 42	preach there also; for to this end did I come. And the multitudes were seeking him, and came till they reached him; and they took hold of him, that he should not
